imgUrl	siteUrl	description	Name	streetAddress	latitude	longitude	categories	geofence
https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Old_Charleston_Jail.JPG/2560px-Old_Charleston_Jail.JPG		“The Old City Jail is located on a four-acre parcel set aside for public use from Charleston's earliest settlement. The jail, which was operational from 1802 until 1939, housed Charleston's most infamous criminals, and, during the Civil War Federal prisoners of war. The Old Jail building was constructed in 1802 and served as the Charleston County Jail until 1939. The jail is reportedly haunted by the spirits of deceased prisoners that died in the jail. The Ghost Adventures crew investigated here and captured, what they claim to be, an EVP of Lavinia Fisher saying the last two words of her message before she was hanged, being the Devil. The crew also saw what appeared to be misty orbs that appeared in front of them throughout the whole investigation. Source - https://en.wikipedia.org/wiki/Old_Charleston_Jail”	Old City Jail	21 Magazine St, Charleston, SC 29401	32.778466	-79.937201	haunted	32.778444, -79.937021, 32.778702, -79.937022, 32.778638, -79.937531, 32.778306, -79.937478
https://upload.wikimedia.org/wikipedia/commons/1/1f/Customs_House_-_2013.jpg	http://oldexchange.org/	“The Old Exchange & Provost Dungeon, also known as the Custom House, and The Exchange, is a historic building at East Bay and Broad Streets in Charleston, South Carolina, USA. Built in 1767-71, it has served a variety of civic institutional functions, including notably as a prisoner of war facility operated by British forces during the American Revolutionary War. The building was designated a National Historic Landmark in 1973. It is now a museum operated by the Daughters of the American Revolution. Source - https://en.wikipedia.org/wiki/Exchange_and_Provost”	Old Exchange and Provost Dungeon	122 East Bay Street Charleston, SC 29401	32.77685	-79.926809	haunted	32.776962, -79.926665, 32.776729, -79.926692, 32.776732, -79.927002, 32.777003, -79.926973
https://upload.wikimedia.org/wikipedia/commons/9/96/Nathaniel_Russell_House_%28Front_Fa%C3%A7ade%29.JPG	https://www.historiccharleston.org/russell.aspx	“The Nathaniel Russell House is a historic house at 51 Meeting Street in Charleston, South Carolina, United States. Built by wealthy shipping merchant Nathaniel Russell in 1808, it is recognized as one of America's most important Neoclassical houses. It was designated a National Historic Landmark in 1973. Russell commissioned an unknown architect to build a large townhome in the then popular Federal-style. Sited on a large city lot in downtown Charleston, the rectangular house has a symmetrical façade, with a projecting four-sided bay that rises the full three-stories of the central block of the house. Constructed of Carolina gray brick, the three bay entrance front emphasizes height rather than width with the main living areas on the second and third-stories. The house is 9,600 square feet (890 m2) with 6,000 square feet (560 m2) of living area. Source - https://en.wikipedia.org/wiki/Nathaniel_Russell_House”	Nathaniel Russell House	51 Meeting St, Charleston, SC 29401	32.77398	-79.930979	historic houses	32.774018, -79.931088, 32.774057, -79.930758, 32.773789, -79.930735, 32.773740, -79.931046
https://upload.wikimedia.org/wikipedia/commons/b/ba/CharlestonSC_RainbowRow_500px.jpg		“Rainbow Row is the name for a series of thirteen colorful historic houses in Charleston, South Carolina. It represents the longest cluster of Georgian row houses in the United States. The houses are located north of Tradd St. and south of Elliot St. on East Bay Street, that is, 79 to 107 East Bay Street. The name Rainbow Row was coined after the pastel colors they were painted as they were restored in the 1930s and 1940s. It is a popular tourist attraction and is one of the most photographed parts of Charleston. Rainbow Row originally fronted directly on the riverfront of the Cooper River, but that land was subsequently filled in. Merchants constructed commercial buildings with stores on the first (ground) floor and living quarters above. Most of the buildings had no interior access between the first and second floors; exterior stairs were located in the yards behind the houses. In 1778, a fire destroyed much of the neighborhood, and only 95 to 101 East Bay Street were spared. After the Civil War, this area of Charleston devolved into near slum conditions. In the 1920s, Susan Pringle Frost, the founder of the Society for the Preservation of Old Dwellings, now the Preservation Society of Charleston, bought six of the buildings, but she lacked the money to restore them immediately. In 1931, Dorothy Haskell Porcher Legge purchased a section of these, house numbering 99 through 101 East Bay, and began to renovate them. She chose to paint these houses pink based on a colonial Caribbean color scheme. Other owners and future owners followed suit, creating the "rainbow" of pastel colors present today. The coloring of the houses helped keep the houses cool inside as well as give the area its name. By 1945, most of the houses had been restored. Common myths concerning Charleston include variants on the reasons for the paint colors. According to some tales, the houses were painted in the various colors such that the intoxicated sailors coming in from port could remember which houses they were to bunk in. In other versions, the colors of the buildings timestamp from their use as stores; the colors were used so that owners could tell illiterate slaves which building to go to for shopping. Source - https://en.wikipedia.org/wiki/Rainbow_Row”	Rainbow Row	83 E Bay St, Charleston, SC 29401	32.775366	-79.927459	buildings,historic houses	32.776220, -79.927157, 32.776220, -79.927050, 32.775254, -79.927149, 32.775232, -79.927248
https://upload.wikimedia.org/wikipedia/commons/5/5d/Market-hall-charleston-sc1.jpg	http://www.thecharlestoncitymarket.com/	“The City Market, or Centre Market, is a historic market complex in downtown Charleston, South Carolina. Established in the 1790s, the market stretches for four city blocks from the architecturally-significant Market Hall, which faces Meeting Street, through a continuous series of one-story market sheds, the last of which terminates at East Bay Street. The Market Hall has been described as a building of the "highest architectural design quality." The entire complex was listed on the National Register of Historic Places as Market Hall and Sheds and was further designated a National Historic Landmark.Initially known as the Centre Market, Charleston's City Market was developed as a replacement for the city's Beef Market building (on the site of Charleston's City Hall, 100 Broad Street), which burned in 1796. Market Hall, designed by Charleston architect Edward B. White, was added in the early 1840s. Throughout the 19th century, the market provided a convenient place for area farms and plantations to sell beef and produce, and also acted as a place for locals to gather and socialize. Today, the City Market's vendors sell souvenirs and other items ranging from jewelry to Gullah sweetgrass baskets. Since 1899, the City Market has housed Charleston's Confederate Museum. Source - https://en.wikipedia.org/wiki/City_Market_(Charleston,_South_Carolina)”	The Charleston Market	188 Meeting St, Charleston, SC 29401	32.780744	-79.931222	buildings	32.780768, -79.931492, 32.781158, -79.927439, 32.781055, -79.927423, 32.780671, -79.931489
https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Powder-magazine-charleston-sc1.jpg/1600px-Powder-magazine-charleston-sc1.jpg	https://www.powdermag.org/	“The Charleston Powder Magazine is located in the historic center of Charleston, on the south side of Cumberland Street, between Church and Meeting Streets. It is a single-story square structured, with stuccoed brick walls 32 inches (81 cm) thick, and an original red tile roof that is pyramidal with intersecting gables. Each wall of the building boasts a large arch. The walls get thinner as they reach the top of the arch, changing from three feet thick, near the ground, to just a few inches thick near the top. There are also few doors in the building, so that in the event of an explosion, most of the explosive force would exit through the roof, with the arches acting like funnels. Sand stored in the roof would then smother and put out the fire. Construction of the building was authorized by the Province of Carolina in 1703, during Queen Anne's War, as part of a series of fortifications, but it was not completed until 1713. It was used as a powder magazine until late in the American Revolutionary War, after which it saw a variety of other uses, including as a wine cellar for Gabriel Manigault. The local chapter of the National Society of the Colonial Dames of America acquired the building in 1902, and now operates it as a museum, which includes historic artifacts and displays about the building during the Colonial and American Revolution periods. Source - https://en.wikipedia.org/wiki/Powder_Magazine_(Charleston,_South_Carolina)”	The Powder Magazine	79 Cumberland St, Charleston, SC 29401	32.77945	-79.930068	buildings	32.779579, -79.930038, 32.779419, -79.930000, 32.779402, -79.930112, 32.779563, -79.930165
http://huskrestaurant.com/wp-content/themes/sandbox/page_elements/HuskChasImg.jpg	http://huskrestaurant.com/	Centrally located in historic downtown Charleston, Husk, the newest offering from James Beard Award-winning Chef Sean Brock of McCrady’s and the Neighborhood Dining Group, transforms the essence of Southern food. Led by Brock and Chef de Cuisine Travis Grimes, a Lowcountry native, the kitchen reinterprets the bounty of the surrounding area, exploring an ingredient-driven cuisine that begins in the rediscovery of heirloom products and redefines what it means to cook and eat in Charleston.	Husk	76 Queen Street, Charleston, SC	32.778084	-79.932132	restaurants	32.778177, -79.932213, 32.778196, -79.932086, 32.777931, -79.932041, 32.777919, -79.932166
http://mccradysrestaurant.com/wp-content/uploads/2014/06/daniel_large.jpg	http://mccradysrestaurant.com/	It all began with a hankering for an excellent drink. In 1778, Edward McCrady built a four-story Georgian house on East Bay Street and opened McCrady’s Tavern. Unbeknownst to him, this eponymous watering hole was the origin of what would become part of this very restaurant over 200 years later.	McCrady’s	2 UNITY ALLEY CHARLESTON, SC 29401	32.77818	-79.927415	restaurants	32.778274, -79.927369, 32.778056, -79.927353, 32.778051, -79.927455, 32.778265, -79.927471
http://3.bp.blogspot.com/-8BeQJYonUDE/VZdP_4GyNAI/AAAAAAAAL74/-PI8Ziqv1l0/s1600/fiveloaves1.jpg	http://www.fiveloavescafe.com/	At Five Loaves Cafe, we go to great lengths to create a healthy, sustainable and more responsible menu and restaurant for our customers. Every day, we are partnering with local purveyors and makers of food, wine and beer. We also work with local farms to provide fresh vegetables and only serve antibiotic-free chicken and turkey raised in the Carolinas.	Five Loaves	43 Cannon Street, Charleston	32.790727	-79.943169	restaurants	32.790693, -79.943092, 32.790653, -79.943183, 32.790813, -79.943262, 32.790852, -79.943170
http://www.revelrybrewingco.com/wp-content/uploads/2015/05/20150524-_MG_7763-1024x683.jpg	http://www.revelrybrewingco.com/	Rev·el·ry: n. boisterous festivities, while enjoying craft beer.	Revelry Brewing Co.	10 Conroy Street Charleston, SC 29403	32.807076	-79.94501	breweries	32.807183, -79.944936, 32.807028, -79.944830, 32.806905, -79.945132, 32.807051, -79.945211
https://scontent-iad3-1.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/419750_10150559560672404_793972189_n.jpg?oh=b0f696634a54c4ac76c0cf22f47b4f97&oe=577EF4A5	http://southendbrewery.com/	Southend Brewery and Smokehouse is located in the historic Wagener Building on East Bay Street, just down the street from the famous Rainbow Row and Waterfront Park. Our gorgeous building has three unique floors, accessible by our indoor glass elevator. A three-story atrium houses large copper and stainless steel brew tanks in which we brew eight craft beers. An exhibition kitchen runs the length of the restaurant, extending into a large wood burning oven. We offer casual fine dining, live entertainment, and banquet event space in downtown Charleston.	Southend Brewery	161 E Bay St, Charleston, SC 29401	32.778483	-79.927551	breweries	32.778504, -79.927981, 32.778648, -79.927109, 32.778412, -79.927114, 32.778355, -79.927959
http://bulldogtours.com/rsite/wp-content/uploads/2011/06/hauntedjail-2012.jpg	http://bulldogtours.com/the-haunted-jail-tour/	Join us for a behind-the-scenes tour of the Old City Jail, which housed some of Charleston’s most infamous criminals, 19th-century pirates, and Civil War prisoners. Located on Magazine Street downtown, the Old City Jail was in operation from 1802 until 1939, and most of the building’s original structures — like the cells and warden’s quarters — remain intact.	Haunted Jail Tour	18 Anson St, Charleston, SC 29401	32.778466	-79.937201	tours	32.782168, -79.928840, 32.782096, -79.928827, 32.782071, -79.929118, 32.782139, -79.929129
http://www.charlestonharbortours.com/assets/img/logo.jpg	http://www.charlestonharbortours.com/	Climb aboard the Carolina Belle to enjoy the beauty of the Charleston Harbor and learn the rich history of the Holy City. During the scenic and relaxing 90 minute tour, you will see over 75 landmarks and points of interest! Your professional USCG licensed captain will narrate history, sights, and facts about the Charleston Harbor as you pass locations critical to United States history.	Harbor Tour	Charleston Maritime Center 10 Wharfside St, Charleston, SC 29401	32.788341	-79.925198	tours	32.788536, -79.925097, 32.788130, -79.925022, 32.788130, -79.925457, 32.788446, -79.925483
https://nebula.wsimg.com/29a013f980ff50d0d84f1a2168d1943d?AccessKeyId=D1363AE17500ECD76BE8&disposition=0&alloworigin=1	https://www.charlestonpiratetour.com/	Eric and Sabrina Lavender, accompanied by their trusty companion parrots, lead you through the French Quarter and along the waterfront, exploring the oldest sections of the city and the Golden Age of Piracy.	Pirate Tour	79 Cumberland St, Charleston, South Carolina 29401	32.77945	-79.930068	tours	32.779579, -79.930038, 32.779419, -79.930000, 32.779402, -79.930112, 32.779563, -79.930165
https://www.nps.gov/common/uploads/photogallery/akr/park/fosu/8276BDFA-1DD8-B71C-0707FE3601BDF715/8276BDFA-1DD8-B71C-0707FE3601BDF715-large.jpg	http://www.fortsumtertours.com/	Explore the Grounds of Fort Sumter Stand on the grounds where America’s deadliest war began at Fort Sumter National Monument. The first shots were fired here, igniting a conflict that saw more than 700,000 casualties. Experience a feeling of patriotic pride while a National Park Ranger brings each feature to life, evoking images of mortar shells and cannonfire. Your one-hour visit to Fort Sumter allows ample time to explore well-preserved fort ruins and browse Museum Shop souvenirs.	Fort Sumter	360 Concord St #201, Charleston, SC 29401	32.7912	-79.926641	tours	32.791360, -79.926924, 32.791529, -79.926546, 32.791186, -79.926304, 32.790965, -79.926790
https://www.charlestonmysteries.com/images/logo.png	https://www.charlestonmysteries.com/	Something funny is going on in downtown Charleston and it doesn't take Sherlock Holmes to deduce that if you love a good mystery... or need a good laugh... The Black Fedora Comedy Mystery Theatre & Shoppe is the solution. Drop by anytime to browse this quirky Shoppe's mystery-themed books and gifts, but kill no time ordering show tickets because this cozy little theatre can sell out quickly! Five audience-interactive comic mysteries run most evenings. Enjoy some laughs with friends or timestamp night away from the kiddies at the comic whodunits Inspector NoClue's Murder Mystery, Heist, Heist Baby, and Church Street Daughters of the Late Unpleasantness Garden, Gun, and Gin Club! For families and closet buccaneers thar be Captain Blackbeard's Sing-Off Smackdown! And for history buffs and those who ain't afraid of no ghosts there's the hauntingly historical, hysterical Sherlock Holmes and the Charleston History Mystery! Volunteer to play a character or choose to stay out of the spotlight and enjoy some tasty appetizers or something from the beer/wine/dessert bar.  	Black Fedora Comedy	164 Church St, Charleston, SC 29401	32.780443	-79.929422	entertainment	32.780498, -79.929515, 32.780524, -79.929320, 32.780353, -79.929299, 32.780337, -79.929507
http://www.hauntedhouses.com/photos/sc-battery-carriage-8101.jpg	http://www.batterycarriagehouse.com/ghosts.htm	Several ghosts haunt this 1843 inn, especially two rooms in particular. Room Eight is home to the Headless Torso, reputedly a Civil War soldier, a terrifying apparition which moans menacingly. Room Ten has a spirit known as the Gentleman Caller, who is a spectral presence which is fond of ladies who stay in the room, often lightly petting their hair as they sleep. A little girl who plays around the fountain and in rooms 3 and 1. "We have people ask specifically for those rooms every week," according to the Inn's Elizabeth Kilminster who has had strange instances at the hotel by herself. "I don't believe in ghosts, but I can't explain a lot of things that go on at the hotel — even my dog is terrified."	Battery Carriage House Inn	20 South Battery, Charleston, SC	32.770592	-79.930828	haunted	2.770463, -79.930971, 32.770345, -79.930981, 32.770441, -79.930701, 32.770323, -79.930702
http://images.citysearch.net/assets/imgdb/be/4/7c/ff/fe/ac/4c/18/e0/ab/1a/3/50/b/fb/a1/7/3/4/5/8767345.JPG	http://www.blindtigercharleston.com/history.html	A former speakeasy during Prohibition, the Blind Tiger now hosts a few ghosts. One bar regular reported her hair being pulled from behind, and a bar manager recounted hearing an unseen someone’s footsteps crunching leaves in the rear patio area. One former general manager was closing up for the night, and had two of his friends sitting at a nearby table as he did so. All three saw the apparition of a woman wearing black walk through the area, only to disappear. The ornate facade seen from Broad Street was not put up until 1877 during the dark days of Reconstruction, and just before a fanatical storm of intemperance started brewing in the Upstate.  In this era of corruption, South Carolina's governor was an irascible, one- eyed farmer from Clemson named Ben Tillman, nicknamed "Pitchfork Ben". Because of his pro-agrarian outlook for the state, this no-nonsense teetotaler considered "The Holy City" to be a combination of Sodom, Gomorra, and Las Vegas rolled up into one evil booze-soaked burrito. Truth be told, Charleston's history is deeply rooted in many vices! Tillman was determined to end the debaucheries that had been going on in this port city since roughly 1680. He established the state Dispensary, which was basically a State Government controlled monopoly on all alcohol sales. Although the Dispensary Act was put in effect in 1893, it would be a cold day in hell before Charlestonians would pay it any homage. Despite the effort of raiding parties made up of upstate liquor Gestapo, Charlestonians opened up illegal parlors of consumption,	Blind Tiger Pub	38 Broad St, Charleston, SC 29401	32.776928	-79.928768	haunted	32.776772, -79.928595, 32.776685, -79.928581, 32.776684, -79.928891, 32.776765, -79.928939
http://1.bp.blogspot.com/-bhkyLLSox-g/VVKls4Lq_ZI/AAAAAAAAMq8/iOR7-dmhvUM/s320/039.JPG	http://www.boccis.com/	Constructed in 1868 by the Molony family who operated Charleston’s Irish pub on the ground floor. When Governor Tilman attempted to control alcohol sales in the state, the family converted the pub into a grocery with a small room in the back for illegal alcohol sales. Reports of paranormal activity in the building mostly come from the second and third floors where doors open and close by themselves, voices are heard and there is mysterious rapping on doors. 10, 21 the structure was once a combination grocery store and pub in the downstairs, and the upstairs served as a private residence. There is a spirit within the restaurant today who seems to hate locked doors, often pounding on them or unlocking and opening them. Staff members here were once cleaning up in the second floor dining room. One of the staff members saw someone who they thought was the kitchen manager crouched by one of the walls. He called the manager’s name and got no response. Approaching the figure, the staff member realized that it was someone else and the figure was transparent. Perhaps the figure may be one of people killed in this building during a fire in the 19th century. 	Bocci’s Italian Restaurant	158 Church St, Charleston, SC 29401	32.779853	-79.929339	haunted	32.779685, -79.929466, 32.779990, -79.929490, 32.780053, -79.929030, 32.779790, -79.928984
